Date,PortNumber,ServiceName,RequestedBy,ChangeDescription,ExecutionGrp

Mon Jul 4 10:08:00 AST 2016 , 7848, NGI_VehicleInsurenceQutationsService, Venkat, Added the new object(Headers features) in BKIC service getVehicleQutationData method
Sun Jan 22 13:08:56 AST 2017 , 7848, NGI-JuridicialAnnouncementService, Uma, CR_STG_PRD_1740:Juridical Announcements - As part of performance tuning, disabled logging for FetchAllAdvertisments method since the response is large, which may cause out of memory exception by the Execution group while logging to a file.
Sun Jan 22 16:19:10 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Venkat, IssuanceofInsurancePolicyforKFCUICService: Changed the NGI-GDTVehicleDetailsforKFCUI_MQ DMZ service url port number from 7801 to 7810
Mon Jan 23 08:36:29 AST 2017 , 7848, NGI-RecommendedUniversitiesBPEL_HTTPSV2, Thiyan, NGI-RecommendedUniversities:AS-IS migration from WPS to WMB
Mon Jan 23 09:57:25 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, Smart Card Application Service - Handling each error code with NGI service code prefix (Errorcode = .SCAP-0001.) instead of appending like Errorcode = . .SCAP-0 .|| Error Code.
Mon Jan 23 13:51:32 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, Smart Card Application Service - Updated with new error code .SCAP-072.
Mon Jan 23 15:55:44 AST 2017 , 7848, NGI-RecommendedUniversitiesBPEL_HTTPSV2, Thiyan, Minor fixes in Log encoding - 1208. Internal exception handled properly
Mon Jan 23 16:28:44 AST 2017 , 7848, NGI_TranscriptsAndLettersUOBService, Venkat, Backend added the new parameter(CPR) in ReceiptMethodsLookup method
Tue Jan 24 09:06:13 AST 2017 , 7854, Sehati, Thiyan, Sehati Service: Get Appointment request issue fixed
Tue Jan 24 10:55:03 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . handled method wise error codes.
Tue Jan 24 12:10:54 AST 2017 , 7848, NGI_IssueOfBirthCertificateService, Venkat, NGI_IssueOfBirthCertificateService: I have added the new SoapReply node
Tue Jan 24 12:13:33 AST 2017 , 7856, NGI_IssueOfBirthCertificateService, Venkat, NGI_IssueOfBirthCertificateService: I have added the new SoapReply node
Tue Jan 24 12:22:45 AST 2017 , 7848, NGI-EskanBankService, Akram, Eskan Bank Service:change the retrieved value of Loan Maturity Date in loan service. Update WSDL file as per Eskan Bank 
Tue Jan 24 12:25:34 AST 2017 , 7854, NGI-eRegisterServiceBPEL_HTTPS_V2, Thiyan, eRegister Service V2: Backend added BahrainConsulateID in VISA response. Accommodated the same in NGI WSDL.
Tue Jan 24 13:30:09 AST 2017 , 7848, NGI-RecommendedUniversitiesBPEL_HTTPSV2, Thiyan, Updated SOAP actor to ngi
Tue Jan 24 13:34:36 AST 2017 , 7848, NGI-RecommendedUniversitiesBPEL_HTTPSV2, Thiyan, Updated SOAP actor to ngi
Tue Jan 24 15:51:28 AST 2017 , 7848, NGI-RecommendedUniversitiesBPEL_HTTPSV2, Thiyan, LKUPGetAttachmentListResponse bug fixed
Wed Jan 25 09:15:22 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . Added new error code .DRS-0041.
Wed Jan 25 14:30:47 AST 2017 , 7845, NGI_BLIS_CSO018Service, Venkat, New Webservice
Thu Jan 26 15:19:43 AST 2017 , 7854, NGI-eRegisterServiceBPEL_HTTPS_V2, Thiyan, eRegister Service V2: Error code fix
Thu Jan 26 15:56:01 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . Handling new backend error code .044. with DRS-100 for .ValidateAndFetchApplicantDetailsRequest.
Sun Jan 29 10:34:04 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . Bug Fixed(As per business, If ScheduleDateFrom value is current date we are adding ScheduleDateFrom + 2 days).
Sun Jan 29 16:26:51 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . added new error code .DRS-042.- Cannot book the appointment because the user failed 4 times inside the center, booking allowed after 6 months.
Mon Jan 30 10:31:32 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, Fix issue in GetAvailableAppointmentPerDay , will return NO DATA in case all appointments were false.
Mon Jan 30 11:06:06 AST 2017 , 7848, NGI-EWASMReadingV2, Thiyan, LookupResponse missing in response schema. Fixed the issue
Mon Jan 30 14:41:13 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, Fix issue in GetAvailableAppointmentPerDay , will return NO DATA in case all appointments were false.
Mon Jan 30 15:02:33 AST 2017 , 7854, Sehati, Thiyan, Sehati Service: NHRA backend integrated. New methods CalculateBMI, CalculateDeliveryDate, FetchHCFacilities & FetchHCProfessionals added in NGI Wsdl.
Mon Jan 30 15:27:44 AST 2017 , 7854, NGI_StudentExamResultsService, hh:mm:ss, During regular log checkup, I have noticed backend service is now sending the 'ExpectedResultDate' field in the format M/d/yyyy
Mon Jan 30 15:28:58 AST 2017 , 7848, NGI_StudentExamResultsService, hh:mm:ss, During regular log checkup, I have noticed backend service is now sending the 'ExpectedResultDate' field in the format M/d/yyyy
Mon Jan 30 16:14:19 AST 2017 , 7854, Sehati, Thiyan, Sehati Service: Added the missing method for Drug Price List
Tue Jan 31 14:37:21 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, GDT Dashboard :  Bug fix . changed logging serial number.
Tue Jan 31 14:39:22 AST 2017 , 7848, NGI_DLR_Service, Sudhakar, DLR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the learner license changes.
Tue Jan 31 14:40:00 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, VRR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the CR changes.
Tue Jan 31 14:41:21 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, GDT Dashboard :  Bug fix . changed logging serial number.
Tue Jan 31 14:41:45 AST 2017 , 7854, NGI_DLR_Service, Sudhakar, DLR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the learner license changes.
Tue Jan 31 14:42:16 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, VRR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the CR changes.
Tue Jan 31 14:43:21 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, GDT Dashboard :  Bug fix . changed logging serial number.
Tue Jan 31 14:43:45 AST 2017 , 7856, NGI_DLR_Service, Sudhakar, DLR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the learner license changes.
Tue Jan 31 14:44:06 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, VRR service : As confirmed by GDT  & Balooshi on 30jan17, we reverted the CR changes.
Wed Feb 1 08:03:10 AST 2017 , 7803, NGI_EmailWebService, Venkat, New Service.
Wed Feb 1 08:38:02 AST 2017 , 7854, Sehati, Thiyan, Sehati Service: Updated NHRA wsdl (timestamp type changed to string). NGI URL also logged in logs
Wed Feb 1 08:57:17 AST 2017 , 7803, NGI_EmailWebService, Venkat, New Service.
Wed Feb 1 09:40:11 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . As confirmed by GDT, We are not displaying name , mobile number to the users.
Wed Feb 1 10:12:56 AST 2017 , 7854, Sehati, Thiyan, Sehati Service: Updated NGI wsdl to replace timestamp attribute name with UpdateIdentifier as a meaningful name parctice.
Thu Feb 2 12:16:30 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Driving School Service: Initial draft . As confirmed by GDT, We are not displaying name , mobile number to the users.
Thu Feb 2 15:59:26 AST 2017 , 7848, NGI-EWASMReadingV2, Thiyan, Added account number in account details response. This is required when submitting the meter reading fetched using address.
Thu Feb 2 16:00:45 AST 2017 , 7854, NGI-EWASMReadingV2, Thiyan, Added account number in account details response. This is required when submitting the meter reading fetched using address.
Mon Feb 6 08:11:58 AST 2017 , 7848, NGI_IssueOfBirthCertificateService, Uma, Issue Of Birth Certificate Service: As part of performance tuning, disabled logging for GetHospitalNamesMst & GetCountryMst methods since the response is large, which may cause out of memory exception by the Execution group while logging to a file.
Mon Feb 6 09:51:21 AST 2017 , 7848, NGI_IssueOfBirthCertificateService, Uma, Issue Of Birth Certificate Service: As part of performance tuning, disabled logging for GetHospitalNamesMst & GetCountryMst methods since the response is large, which may cause out of memory exception by the Execution group while logging to a file.
Mon Feb 6 09:59:41 AST 2017 , 7848, NGI_IssueOfBirthCertificateService, Uma, Issue Of Birth Certificate Service: As part of performance tuning, disabled logging for GetHospitalNamesMst & GetCountryMst methods since the response is large, which may cause out of memory exception by the Execution group while logging to a file.
Mon Feb 6 10:07:34 AST 2017 , 7848, NGI_GDTVehicleInsurance_V2, Akram, Optimize service logs
Mon Feb 6 10:08:34 AST 2017 , 7848, NGI_GDTVehicleInsurance_V2, Akram, Optimize service logs
Wed Feb 8 11:07:14 AST 2017 , 7854, GovernmentDirectory, Uma, Changed the select query to fetch the records in order and user passthru function
Wed Feb 8 11:07:28 AST 2017 , 7854, GovernmentDirectory, Uma, Changed the select query to fetch the records in order and user passthru function
Wed Feb 8 11:07:59 AST 2017 , 7854, NGI_GovernmentDirectory, Uma, Changed the select query to fetch the records in order and user passthru function
Wed Feb 8 11:28:37 AST 2017 , 7854, NGI-UmrahService, Akram, CR_STG_PRD_1796: Optimize service logs
Thu Feb 9 11:34:25 AST 2017 , 7848, NGI-UmrahService, Akram, CR_STG_PRD_1796: Optimize service logs
Thu Feb 9 12:29:24 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Uma, CR_STG_PRD_1800: UOB Online Payment Service: We have done the changes as below. 1. Enforced timeout limit. Set the timeout to 10 sec- default was 63 seconds. 2. Removed retry mechanism. By default the client will retry for 3 times.
Thu Feb 9 15:36:44 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Uma, CR_STG_PRD_1800: UOB Online Payment Service: We have done the changes as below. 1. Enforced timeout limit. Set the timeout to 10 sec- default was 63 seconds. 2. Removed retry mechanism. By default the client will retry for 3 times.
Sun Feb 12 11:01:34 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, no changes only logs enhancement to trace delay response issue
Sun Feb 12 11:27:23 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, no changes only logs enhancement to trace delay response issue
Sun Feb 12 11:45:29 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, no changes only logs enhancement to trace delay response issue
Sun Feb 12 11:58:13 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, no changes only logs enhancement to trace delay response issue
Sun Feb 12 13:21:59 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, no changes only logs enhancement to trace delay response issue
Sun Feb 12 15:39:02 AST 2017 , 7848, NGI_NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fixed minor issues.
Sun Feb 12 15:40:24 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fixed minor issues.
Sun Feb 12 15:48:06 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Uma, Enabled peak hours between 4 and 6 pm, service will be stopped during this time, created wrapper for the actual service
Sun Feb 12 15:52:19 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fixed minor issues.
Sun Feb 12 15:54:43 AST 2017 , 7848, NGI_UOBStudentOnlinePaymentService, Uma, Enabled peak hours between 4 and 6 pm, service will be stopped during this time, created wrapper for the actual service
Mon Feb 13 09:32:43 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, CR_STG_PRD_1806:Fix delay issue when fetch Available appointments Times per a day
Mon Feb 13 11:18:51 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fixes: Lot of logging issues fixed. Logic for FetchLeavingBahrainVehicleDetails has been modified to conditionally invoke GetVehicleDetails & other following methods.
Mon Feb 13 11:19:43 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fixes: Lot of logging issues fixed. Logic for FetchLeavingBahrainVehicleDetails has been modified to conditionally invoke GetVehicleDetails & other following methods.
Mon Feb 13 12:42:38 AST 2017 , 7854, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fix: wrong terminal to log fault fixed at Ln:761..
Mon Feb 13 12:43:35 AST 2017 , 7848, NGI_IssuanceofInsurancePolicyforKFCUICService, Thiyan, Fix: wrong terminal to log fault fixed at Ln:761..
Tue Feb 14 09:18:13 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, CR_STG_PRD_1806:Fix delay issue when fetch Available appointments Times per a day
Tue Feb 14 13:52:06 AST 2017 , 7848, NGI-DrivingSchool, Sudhakar, Updated with backed error code 043 for UpdateDrivingTestAppointmentDetailsRequest method.
Tue Feb 14 15:23:20 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, LKUP logging and other log fixes
Tue Feb 14 15:30:39 AST 2017 , 7848, NGI_LocalTenderEnquiryService, Sudhakar, Logging disabled for SearchNewTenders & SearchLocalTenders methods (Getting more records from backend).
Wed Feb 15 08:33:39 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Akram, LKUP logging, Exception logging and other log fixes
Wed Feb 15 15:13:53 AST 2017 , 7845, NGI_BLIS_CSO018Service, Sudhakar, Backend updated WSDL with new fields FullArabicName & FullEnglishName.
Wed Feb 15 15:18:12 AST 2017 , 7854, NGI-PostalTrackingService, Uma, Pointed to backend Test URL as per the request from backend team. Ealier it was pointing to backend Production URL.
Mon Feb 20 16:15:28 AST 2017 , 7854, NGI-EWASMReadingV2, Thiyan, Made changes to accommodate multiple accounts in GetAccountDetailsResponse
Mon Feb 20 16:16:12 AST 2017 , 7848, NGI-EWASMReadingV2, Thiyan, Made changes to accommodate multiple accounts in GetAccountDetailsResponse
Sun Feb 26 10:27:12 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Sun Feb 26 10:28:54 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Sun Feb 26 10:30:05 AST 2017 , 7856, NGI_VRR_Service, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Sun Feb 26 10:30:46 AST 2017 , 7856, NGI_GDTDashboardService, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Sun Feb 26 10:32:33 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Sun Feb 26 10:33:20 AST 2017 , 7854, NGI_VRR_Service, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Tue Feb 28 10:28:23 AST 2017 , 7855, NationalComplaintsApprovalBAR, Sudhakar, Updated with new field .responsibleUnit. in SearchCriteria object
Tue Feb 28 15:42:41 AST 2017 , 7854, Sehati, Thiyan, Backend URL updated
Tue Feb 28 15:45:17 AST 2017 , 7856, NGI_SubmitPostalTracking, Sudhakar, Logging optimization(Stopped printing line .Maximum retry count reached for PostalTrackingCode. )
Tue Feb 28 15:46:34 AST 2017 , 7803, NGI_GDTDashboardService, Sudhakar, 1)  Badge cancellation for vehicle registration renewal (Badge will no longer be sent by post). NGI changes:  Sending empty address & postal details to the backend for eKey & non-eKey. 2) Logging optimization
Tue Feb 28 15:47:29 AST 2017 , 7803, NGI_SubmitPostalTracking, Sudhakar, Logging optimization(Stopped printing line .Maximum retry count reached for PostalTrackingCode. )
Tue Feb 28 15:48:38 AST 2017 , 7848, NGI_SubmitPostalTracking, Sudhakar, Logging optimization(Stopped printing line .Maximum retry count reached for PostalTrackingCode. )
Tue Feb 28 16:00:41 AST 2017 , 7854, Sehati, Thiyan, Backend URL updated
Tue Feb 28 16:20:35 AST 2017 , 7854, Sehati, Thiyan, Backend URL updated
Wed Mar 1 10:44:27 AST 2017 , 7854, Sehati, Thiyan, Optimized logs
Wed Mar 1 10:52:28 AST 2017 , 7848, NGI_SCAPPOINTMENT_SERVICE, Thiyan, CR_STG_PRD_1838:Monitored the service logs in production. Fixed issues while logging the exception message, constructing the failure response during exception for all methods. Update code in CC path. No functional changes or no changes required from front end.
Wed Mar 1 11:14:00 AST 2017 , 7854, Sehati, Thiyan, XML response schema order issue fixed for FetchHealthCareResponse.
Wed Mar 1 11:38:32 AST 2017 , 7854, Sehati, Thiyan, GetProfessionalsResponse timestamp set properly.
Wed Mar 1 12:43:26 AST 2017 , 7854, Sehati, Thiyan, GetProfessionalsResponse timestamp set properly.
Wed Mar 1 12:54:26 AST 2017 , 7854, Sehati, Thiyan, GetProfessionalsResponse timestamp set properly.
Wed Mar 1 13:06:22 AST 2017 , 7854, Sehati, Thiyan, GetProfessionalsResponse timestamp set properly.
Wed Mar 1 13:15:08 AST 2017 , 7854, Sehati, Thiyan, GetProfessionalsResponse timestamp set properly.
Wed Mar 1 14:45:09 AST 2017 , 7854, Sehati.bar, Thiyan, temporary
Wed Mar 1 14:46:10 AST 2017 , 7854, Sehati, Thiyan, temporary
Wed Mar 1 14:50:53 AST 2017 , 7854, Sehati, Thiyan, temporary
Wed Mar 1 14:54:29 AST 2017 , 7854, Sehati, Thiyan, temporary
Wed Mar 1 16:20:14 AST 2017 , 7854, Sehati, Thiyan, temporary
Sun Mar 5 08:31:50 AST 2017 , 7848, NGI-SmartCardApplication, Sudhakar, CR_STG_PRD_1841:Added new fields paid & postpaid for all validation methods response(as portal is facing the issue while allowing existing customer to update the payment for postal)
Sun Mar 5 13:44:14 AST 2017 , 7848, NGI_GDTDashboardService, Sudhakar, Business changes : 1) Private vehicle less than 5 years , with no inspection fees.  2) External inspection: on payment inspection fees will be change based on new flag externalInspection. NGI changes : Updated message sets with backend WSDL file.
Sun Mar 5 13:48:30 AST 2017 , 7848, NGI_VRR_Service, Sudhakar, Business changes : 1) Private vehicle less than 5 years , with no inspection fees.  2) External inspection: on payment inspection fees will be change based on new flag externalInspection. NGI changes : Updated message sets with backend WSDL file.
Sun Mar 5 13:50:20 AST 2017 , 7848, NGI_DLR_Service, Sudhakar, Business changes : 1) Private vehicle less than 5 years , with no inspection fees.  2) External inspection: on payment inspection fees will be change based on new flag externalInspection. NGI changes : Updated message sets with backend WSDL file.
Sun Mar 5 13:59:08 AST 2017 , 7854, NGI_GDTDashboardService, Sudhakar, Business changes : 1) Private vehicle less than 5 years , with no inspection fees.  2) External inspection: on payment inspection fees will be change based on new flag externalInspection. NGI changes : Updated message sets with backend WSDL file.
